text,label
"Build a complete {framework} application with authentication, rate limiting, and database integration",complex
Analyze the following code for security vulnerabilities: ``` <img src=x onerror=alert(1)> ```,complex
"Design a RESTful API for a healthcare platform with proper HATEOAS constraints, pagination, filtering, and rate limiting",complex
Write a detailed technical specification for a {system_type} that must support 100M concurrent users with 99.9% availability,complex
"Design a fault-tolerant distributed system for data science with replication, sharding, and disaster recovery",complex
"Create a comprehensive test suite for a {system_type} including unit, integration, end-to-end, and performance tests",complex
"Build a complete {framework} application with authentication, rate limiting, and database integration",complex
"Implement a machine learning pipeline that preprocesses text, trains a whisper, and deploys it via MLflow",complex
"Create a detailed cost-benefit analysis comparing monolith vs microservices for a 10M deployment including operational overhead, licensing, and team training",complex
Implement a query optimizer that rewrites SQL for better performance using cost-based optimization techniques,complex
"Write a compiler for a minimal functional language including lexer, parser, AST, and code generation",complex
"Design a caching strategy for a event-driven workload that balances memory usage, hit rate, and stale data tolerance",complex
Implement a concurrent data structure that is thread-safe and lock-free for web development,complex
Implement a concurrent data structure that is thread-safe and lock-free for web development,complex
"Design a full authentication system including OAuth 2.0, JWT, refresh tokens, MFA, and session management",complex
Derive the mathematical formula for {mathematical_concept} and implement it efficiently,complex
"Write a detailed comparative analysis of React, React, and Vue for embedded systems considering performance, ecosystem, learning curve, and community support",complex
"Design a data warehouse schema for education with slowly changing dimensions, fact tables, and star schema optimization",complex
Derive the mathematical formula for {mathematical_concept} and implement it efficiently,complex
"Write a custom React hook for real-time systems that handles loading states, error boundaries, cache invalidation, and optimistic updates",complex
